PS1_mean,PS2_mean,PS3_mean,PS4_mean,PS5_mean,PS6_mean,EPS1_mean,FS1_mean,FS2_mean,TS1_mean,TS2_mean,TS3_mean,TS4_mean,VS1_mean,SE_mean,CE_mean,CP_mean,Y
160.67349166666668,109.4669135,1.9914753333333333,0,9.8421695,9.7280975,2538.929166666667,6.709815,10.304591666666667,35.62198333333333,40.978766666666665,38.471016666666664,31.74525,0.57695,59.157183333333336,39.60135,1.86275,cooler_failure
160.60332,109.35489033333333,1.9762343333333334,0,9.635142166666666,9.529487833333333,2531.4989,6.715315,10.403098333333332,36.676966666666665,41.53276666666667,38.978966666666665,34.49386666666667,0.56585,59.33561666666667,25.786433333333335,1.25555,cooler_failure
160.34772,109.15884466666667,1.972224,0,9.530547833333333,9.427948833333334,2519.928,6.718521666666667,10.366249999999999,37.8808,42.44245,39.631949999999996,35.64615,0.5765333333333333,59.54315,22.218233333333334,1.1132166666666667,cooler_failure
160.18808833333333,109.06480716666667,1.9465755,0,9.438826666666667,9.3374295,2511.5416333333333,6.720565,10.302678333333333,38.87905,43.403983333333336,40.40338333333333,36.57946666666667,0.5692666666666667,59.7949,20.459816666666665,1.06215,cooler_failure
160.00047166666667,108.93143433333333,1.922707,0,9.358762,9.260636166666666,2503.4495,6.690308333333333,10.23775,39.803916666666666,44.33275,41.31055,37.4279,0.5773666666666667,59.45526666666667,19.787016666666666,1.0704666666666667,cooler_failure
159.92021,108.88768166666667,1.9132845,0,9.301159666666667,9.206877,2501.0070666666666,6.699023333333334,10.17872,40.65945,45.17061666666667,42.124116666666666,38.212066666666665,0.5726833333333333,59.56333333333333,19.149683333333332,1.0720833333333333,cooler_failure
159.672675,108.6764655,1.8880996666666667,0,9.233941833333333,9.143320166666667,2494.4169,6.698573333333333,10.14081,41.463633333333334,45.94723333333334,42.88811666666667,38.9321,0.5730333333333333,59.7899,18.666383333333332,1.0816833333333333,cooler_failure
159.61445166666667,108.65174466666667,1.8748941666666668,0,9.194159166666667,9.105058166666666,2489.4215333333336,6.678026666666667,10.095978333333333,42.215266666666665,46.66523333333333,43.51988333333333,39.55896666666666,0.5720000000000001,59.59061666666667,18.178433333333334,1.0787,cooler_failure
159.475745,108.5297385,1.8581203333333334,0,9.144616166666667,9.057066833333334,2484.419066666667,6.6716516666666665,10.03971,42.891983333333336,47.33943333333333,44.20125,40.080533333333335,0.5670666666666667,59.60888333333333,18.334866666666667,1.1150833333333334,cooler_failure
159.43799666666666,108.51088516666667,1.8410633333333333,0,9.1048315,9.019264666666666,2480.434866666667,6.65999,9.997761666666667,43.532833333333336,47.98141666666667,44.797133333333335,40.61255,0.5716833333333333,59.473733333333335,18.205733333333335,1.1291333333333333,cooler_failure
